0,idle
1,idle
2,idle
3,idle
4,idle
5,idle
6,idle
7,idle
8,idle
9,idle
10,idle
11,idle
12,idle
13,idle
14,idle
15,idle
16,idle
17,idle
18,idle
19,idle
20,idle
21,idle
22,idle
23,idle
24,idle
25,idle
26,idle
27,idle
28,idle
29,move hand
30,move hand
31,move hand
32,move hand
33,move hand
34,move hand
35,move hand
36,move hand
37,move hand
38,move hand
39,move hand
40,move hand
41,move hand
42,move hand
43,move hand
44,move hand
45,move hand
46,move hand
47,move hand
48,move hand
49,move hand
50,move hand
51,move hand
52,move hand
53,move hand
54,move hand
55,move hand
56,move hand
57,move hand
58,move hand
59,move hand
60,move hand
61,move apple
62,move apple
63,move apple
64,move apple
65,move apple
66,move apple
67,move apple
68,move apple
69,move apple
70,move apple
71,move apple
72,move apple
73,move apple
74,move apple
75,move apple
76,move apple
77,move apple
78,move apple
79,move apple
80,move apple
81,move apple
82,move apple
83,move apple
84,move apple
85,move apple
86,move apple
87,move apple
88,move apple
89,move apple
90,move apple
91,move apple
92,move apple
93,move apple
94,move apple
95,move apple
96,move apple
97,move apple
98,move apple
99,move apple
100,move apple
101,move apple
102,move apple
103,move apple
104,move apple
105,move apple
106,move apple
107,move hand
108,move hand
109,move hand
110,move hand
111,move hand
112,move hand
113,move hand
114,move hand
115,move hand
116,move hand
117,move hand
118,move hand
119,move hand
120,move hand
121,move hand
122,move hand
123,move hand
124,move hand
125,move hand
