0,move_hand
5,move_hand
10,move_hand
15,move_hand
20,move_hand
25,move_hand
30,move_hand
35,move_hand
40,move_hand
45,move_hand
50,move_hand
55,move_hand
60,move_hand
65,move_apple_to_bowl
70,move_apple_to_bowl
75,move_apple_to_bowl
80,move_apple_to_bowl
85,move_apple_to_bowl
90,move_apple_to_bowl
95,move_apple_to_bowl
100,move_apple_to_bowl
105,move_apple_to_bowl
110,move_apple_to_bowl
115,move_apple_to_bowl
120,move_apple_to_bowl
125,move_apple_to_bowl
130,move_hand
135,move_hand
140,move_hand
145,move_hand
150,move_hand
155,move_hand
160,move_hand
165,move_hand
170,move_hand
175,move_hand
180,move_hand
185,move_hand
190,move_hand
195,move_hand
200,move_hand
205,move_hand
210,move_hand
215,move_hand
220,move_hand
225,move_hand
230,move_hand
235,move_hand
240,move_banana_to_bowl
245,move_banana_to_bowl
250,move_banana_to_bowl
255,move_banana_to_bowl
260,move_banana_to_bowl
265,move_banana_to_bowl
270,move_banana_to_bowl
275,move_banana_to_bowl
280,move_banana_to_bowl
285,move_banana_to_bowl
290,move_banana_to_bowl
295,move_banana_to_bowl
300,move_banana_to_bowl
305,move_banana_to_bowl
310,move_hand
315,move_hand
320,move_hand
325,move_hand
330,move_hand
335,move_hand
340,move_hand
345,move_hand
350,move_hand
355,move_hand
360,move_hand
365,move_hand
370,move_hand
375,move_hand
380,move_hand
385,move_hand
390,move_hand
395,move_hand
400,move_hand
405,move_hand
410,move_kiwi_to_bowl
415,move_kiwi_to_bowl
420,move_kiwi_to_bowl
425,move_kiwi_to_bowl
430,move_kiwi_to_bowl
435,move_kiwi_to_bowl
440,move_kiwi_to_bowl
445,move_kiwi_to_bowl
450,move_kiwi_to_bowl
455,move_kiwi_to_bowl
460,move_kiwi_to_bowl
465,move_kiwi_to_bowl
470,move_kiwi_to_bowl
475,move_kiwi_to_bowl
480,move_kiwi_to_bowl
485,move_kiwi_to_bowl
490,move_kiwi_to_bowl
495,move_kiwi_to_bowl
500,move_kiwi_to_bowl
505,move_kiwi_to_bowl
510,move_hand
515,move_hand
520,move_hand
525,move_hand
530,move_hand
535,move_hand
540,move_hand
545,move_hand
550,move_hand
555,move_hand
560,move_hand
565,move_hand
570,move_hand
575,move_hand
580,move_hand
585,move_hand
590,move_hand
595,move_hand
600,move_hand
