0,move hand
1,move hand
2,move hand
3,move hand
4,move hand
5,move hand
6,move hand
7,move hand
8,move hand
9,move hand
10,move hand
11,move hand
12,move hand
13,move hand
14,move hand
15,move hand
16,move hand
17,move hand
18,move hand
19,move hand
20,move hand
21,move hand
22,move hand
23,move hand
24,move hand
25,move hand
26,move hand
27,move hand
28,move hand
29,move hand
30,move hand
31,move hand
32,move hand
33,move hand
34,move hand
35,move hand
36,move hand
37,move hand
38,move hand
39,move hand
40,move hand
41,move hand
42,move hand
43,move hand
44,move hand
45,move hand
46,move hand
47,move hand
48,move hand
49,move hand
50,move apple
51,move apple
52,move apple
53,move apple
54,move apple
55,move apple
56,move apple
57,move apple
58,move apple
59,move apple
60,move apple
61,move apple
62,move apple
63,move apple
64,move apple
65,move apple
66,move apple
67,move apple
68,move apple
69,move apple
70,move apple
71,move apple
72,move apple
73,move apple
74,move apple
75,move apple
76,move apple
77,move apple
78,move apple
79,move apple
80,move apple
81,move hand
82,move hand
83,move hand
84,move hand
85,move hand
86,move hand
87,move hand
88,move hand
89,move hand
90,move hand
91,move hand
92,move hand
93,move hand
94,move hand
95,move hand
96,move hand
97,move hand
98,move hand
99,move hand
100,move hand
101,move hand
102,move hand
