0,idle
2,idle
4,idle
6,idle
8,idle
10,idle
12,idle
14,idle
16,idle
18,idle
20,idle
22,idle
24,idle
26,idle
28,idle
30,idle
32,idle
34,idle
36,idle
38,idle
40,pick
42,pick
44,pick
46,pick
48,pick
50,pick
52,pick
54,pick
56,pick
58,pick
60,pick
62,pick
64,pick
66,pick
68,pick
70,pick
72,pick
74,pick
76,pick
78,pick
80,pick
82,pick
84,pick
86,pick
88,pick
90,pick
92,pick
94,pick
96,pick
98,pick
100,pick
102,pick
104,pick
106,pick
108,pick
110,pick
112,pick
114,pick
116,pick
118,pick
120,pick
122,pick
124,pick
126,pick
128,idle
130,idle
132,idle
134,idle
