0,move_hand
5,idle
10,idle
15,idle
20,idle
25,idle
30,idle
35,idle
40,idle
45,idle
50,idle
55,idle
60,idle
65,idle
70,idle
75,idle
80,idle
85,idle
90,idle
95,idle
100,idle
105,idle
110,idle
115,idle
120,idle
125,idle
130,idle
135,idle
140,idle
145,idle
150,idle
155,idle
160,idle
165,idle
170,idle
175,idle
180,idle
185,idle
190,idle
195,move_hand
200,move_hand
205,move_hand
210,move_hand
215,move_hand
220,move_hand
225,move_hand
230,move_kiwi_to_bowl
235,move_kiwi_to_bowl
240,move_kiwi_to_bowl
245,move_kiwi_to_bowl
250,move_kiwi_to_bowl
255,move_kiwi_to_bowl
260,move_kiwi_to_bowl
265,move_kiwi_to_bowl
270,move_kiwi_to_bowl
275,move_kiwi_to_bowl
280,move_kiwi_to_bowl
285,move_kiwi_to_bowl
290,move_kiwi_to_bowl
295,move_kiwi_to_bowl
300,move_kiwi_to_bowl
305,move_kiwi_to_bowl
310,move_hand
315,move_hand
320,move_hand
325,move_hand
330,move_hand
335,move_hand
340,move_hand
345,move_hand
350,move_hand
355,move_hand
360,move_hand
365,move_hand
370,idle
375,idle
380,idle
385,idle
390,idle
395,idle
400,idle
405,idle
410,move_hand
415,move_hand
420,move_hand
425,move_hand
430,move_hand
435,move_hand
440,move_hand
445,move_hand
450,move_hand
455,move_apple_to_bowl
460,move_apple_to_bowl
465,move_apple_to_bowl
470,move_apple_to_bowl
475,move_apple_to_bowl
480,move_apple_to_bowl
485,move_apple_to_bowl
490,move_apple_to_bowl
495,move_apple_to_bowl
500,move_apple_to_bowl
505,move_apple_to_bowl
510,move_apple_to_bowl
515,move_apple_to_bowl
520,move_apple_to_bowl
525,move_apple_to_bowl
530,move_apple_to_bowl
535,move_apple_to_bowl
540,move_apple_to_bowl
545,move_apple_to_bowl
550,move_apple_to_bowl
555,move_apple_to_bowl
560,move_apple_to_bowl
565,move_apple_to_bowl
570,move_apple_to_bowl
575,move_apple_to_bowl
580,move_apple_to_bowl
585,move_apple_to_bowl
590,move_hand
595,move_hand
600,move_hand
605,move_hand
610,move_hand
615,move_hand
620,move_hand
625,move_hand
630,move_hand
635,move_hand
640,move_hand
645,move_hand
650,move_hand
655,move_hand
660,move_hand
665,move_hand
670,move_hand
675,move_hand
680,move_hand
685,move_hand
690,move_hand
695,move_hand
700,move_hand
705,move_hand
710,move_hand
715,move_hand
720,move_hand
725,move_banana_to_bowl
730,move_banana_to_bowl
735,move_banana_to_bowl
740,move_banana_to_bowl
745,move_banana_to_bowl
750,move_banana_to_bowl
755,move_banana_to_bowl
760,move_banana_to_bowl
765,move_banana_to_bowl
770,move_banana_to_bowl
775,move_banana_to_bowl
780,move_banana_to_bowl
785,move_banana_to_bowl
790,move_banana_to_bowl
795,move_banana_to_bowl
800,move_banana_to_bowl
805,move_banana_to_bowl
810,move_banana_to_bowl
815,move_banana_to_bowl
820,move_banana_to_bowl
825,move_banana_to_bowl
830,move_banana_to_bowl
835,move_banana_to_bowl
840,move_banana_to_bowl
845,move_banana_to_bowl
850,move_hand
855,move_hand
860,move_hand
865,move_hand
870,move_hand
875,move_hand
880,move_hand
885,move_hand
890,move_hand
895,move_hand
900,move_hand
905,move_hand
910,move_hand
915,move_hand
920,move_hand
925,move_hand
930,move_hand
935,move_hand
940,move_hand
945,move_hand
950,move_hand
955,move_hand
960,move_hand
965,move_hand
970,move_hand
975,move_hand
980,move_hand
985,move_hand
990,move_hand
995,move_hand
1000,move_hand
1005,move_hand
1010,move_hand
1015,move_hand
1020,move_hand
1025,move_hand
