0,idle
1,idle
2,idle
3,idle
4,idle
5,idle
6,idle
7,idle
8,idle
9,idle
10,idle
11,idle
12,idle
13,idle
14,idle
15,move hand
16,move hand
17,move hand
18,move hand
19,move hand
20,move hand
21,move hand
22,move hand
23,move hand
24,move hand
25,move hand
26,move hand
27,move hand
28,move hand
29,move hand
30,move hand
31,move hand
32,move hand
33,move hand
34,move hand
35,move hand
36,move hand
37,move hand
38,move hand
39,move apple
40,move apple
41,move apple
42,move apple
43,move apple
44,move apple
45,move apple
46,move apple
47,move apple
48,move apple
49,move apple
50,move apple
51,move apple
52,move apple
53,move apple
54,move apple
55,move apple
56,move apple
57,move apple
58,move apple
59,move apple
60,move apple
61,move apple
62,move apple
63,move apple
64,move apple
65,move apple
66,move apple
67,move apple
68,move apple
69,move apple
70,move apple
71,move apple
72,move apple
73,move apple
74,move apple
75,move apple
76,move apple
77,move apple
78,move apple
79,move apple
80,move apple
81,move apple
82,move apple
83,move hand
84,move hand
85,move hand
86,move hand
87,move hand
88,move hand
89,move hand
90,move hand
91,move hand
92,move hand
93,move hand
94,idle
95,idle
96,idle
97,idle
98,idle
99,idle
