0,idle
1,idle
2,idle
3,idle
4,idle
5,idle
6,idle
7,idle
8,idle
9,idle
10,idle
11,idle
12,idle
13,idle
14,idle
15,idle
16,idle
17,idle
18,idle
19,idle
20,idle
21,idle
22,idle
23,move hand
24,move hand
25,move hand
26,move hand
27,move hand
28,move hand
29,move hand
30,move hand
31,move hand
32,move hand
33,move hand
34,move hand
35,move hand
36,move hand
37,move hand
38,move hand
39,move hand
40,move hand
41,move hand
42,move hand
43,move hand
44,move hand
45,move hand
46,move hand
47,move hand
48,move hand
49,move hand
50,move hand
51,move hand
52,move hand
53,move apple
54,move apple
55,move apple
56,move apple
57,move apple
58,move apple
59,move apple
60,move apple
61,move apple
62,move apple
63,move apple
64,move apple
65,move apple
66,move apple
67,move apple
68,move apple
69,move apple
70,move apple
71,move apple
72,move apple
73,move apple
74,move apple
75,move apple
76,move apple
77,move apple
78,move apple
79,move apple
80,move apple
81,move apple
82,move apple
83,move apple
84,move apple
85,move apple
86,move apple
87,move apple
88,move apple
89,move hand
90,move hand
91,move hand
92,move hand
93,move hand
94,move hand
95,move hand
96,move hand
97,move hand
98,idle
99,idle
100,idle
101,idle
102,idle
103,idle
104,idle
105,idle
